-15933257534.000000, -16692534219.459921
0.000000, -716984161.180177
-16692534219.459921, -19616555145.745041
-716984161.180177, -8335615688.254885
-19616555145.745041, -5048562498.541269
-8335615688.254885, 8359100044.142702
-5048562498.541269, -14221368007.552368
8359100044.142702, -624670205.891312
-14221368007.552368, -10167343034.659851
-624670205.891312, 8757898498.559385
-10167343034.659851, -28459865144.101704
8757898498.559385, -13362397427.663151
-28459865144.101704, 12887245739.504925
-13362397427.663151, 2224045755.748664
12887245739.504925, -12444026324.249416
2224045755.748664, -10042338872.816525
-12444026324.249416, -10852261053.833296
-10042338872.816525, 584887503.339638
-10852261053.833296, -8231545030.734156
584887503.339638, -6467534919.649056
-8231545030.734156, -19673818877.583496
-6467534919.649056, 4064558360.126442
-19673818877.583496, -10266501647.081493
4064558360.126442, -3812309860.095873
-10266501647.081493, -13401592414.325790
-3812309860.095873, 261781155.333349
-13401592414.325790, -11416027095.941872
261781155.333349, -904458797.848174
-11416027095.941872, -10668470806.010036
-904458797.848174, -217273585.290564
-10668470806.010036, -10759185666.656754
-217273585.290564, 126542206.773374
-10759185666.656754, -11321067489.229477
126542206.773374, -2350831114.700130
-11321067489.229477, -10991482079.479355
-2350831114.700130, -2298116201.927417
-10991482079.479355, -8393556735.575914
-2298116201.927417, -1899548872.667431
-8393556735.575914, -13307917340.382553
-1899548872.667431, -2180757053.505991
-13307917340.382553, -10787479219.352959
-2180757053.505991, 120985406.663466
-10787479219.352959, -10970309176.526316
120985406.663466, -3333362809.464664
-10970309176.526316, -12098076063.371323
-3333362809.464664, -2973140259.755465
-12098076063.371323, -8505416845.168852
-2973140259.755465, -3538568387.867918
-8505416845.168852, -12065966856.969406
-3538568387.867918, 1391254638.274355
-12065966856.969406, -11490554107.986027
1391254638.274355, -4499552461.800285
-11490554107.986027, -11377414276.112169
-4499552461.800285, 843910584.032953
-11377414276.112169, -13327530772.318192
843910584.032953, -2364323196.173059
-13327530772.318192, -10058940344.172085
-2364323196.173059, -4282784926.522408
-10058940344.172085, -14899364637.119318
-4282784926.522408, -1688049455.527100
-14899364637.119318, -12055548217.937878
-1688049455.527100, -2974130635.808682
-12055548217.937878, -11340288639.497042
-2974130635.808682, -4391104114.221795
